mission_id,solve,t_rel_s,gt_frame,dt_to_frame_s,n_animals,d_min_m,omega_ceiling,omega_realised,v_ceiling_left_flank,v_ceiling_dorsal,v_ceiling_right_flank,v_realised_left_flank,v_realised_dorsal,v_realised_right_flank,rep,seed
F3,20,393.92,32,-1.81,15,60.0,0.428104,0.256984,0.9292,1.0,0.925,0.7917,1.0,0.9375,4,2004
F3,21,406.42,34,1.89,15,60.0,0.410689,0.272634,0.9708,1.0,0.9875,0.8625,1.0,0.9333,4,2004
F3,22,419.42,35,-3.11,14,60.0,0.398563,0.293041,0.8616,1.0,0.9643,0.75,1.0,0.9554,4,2004
F3,23,431.42,37,0.89,14,60.0,0.377771,0.294795,0.9866,1.0,0.9375,0.9554,1.0,0.7991,4,2004
F3,24,445.43,39,2.91,14,60.0,0.369805,0.31889,0.8795,1.0,0.9286,0.8705,1.0,0.8661,4,2004
F3,25,459.93,40,-3.42,14,60.0,0.379086,0.302077,0.8973,1.0,0.8973,0.7411,1.0,0.8438,4,2004
F3,26,473.42,42,-0.7,14,60.0,0.396749,0.311572,0.9598,1.0,0.9821,0.8661,1.0,0.9777,4,2004
F3,27,488.42,44,0.31,14,60.0,0.403186,0.333182,0.9464,1.0,0.9598,0.8973,1.0,0.9777,4,2004
F3,28,501.92,46,2.99,14,60.0,0.389606,0.310186,0.9196,1.0,0.8929,0.9598,1.0,0.9286,4,2004
F3,29,515.92,47,-3.0,14,60.0,0.396703,0.316237,0.8527,1.0,0.8929,0.9598,1.0,0.9375,4,2004
F3,30,530.92,49,-1.8,14,60.0,0.401964,0.287481,0.9062,1.0,0.9286,0.9375,1.0,0.8705,4,2004
F3,31,543.92,51,1.59,14,60.0,0.370489,0.3265,0.9509,1.0,1.0,0.9464,1.0,0.9777,4,2004
F3,32,554.92,52,0.81,14,60.0,0.376939,0.307095,0.9375,1.0,0.9152,0.9688,1.0,0.9554,4,2004
F3,33,563.42,53,0.48,14,60.0,0.356159,0.264344,0.942,1.0,0.9732,0.9955,1.0,0.9732,4,2004
F3,34,572.93,54,-1.01,13,60.0,0.3889,0.280945,0.9952,1.0,0.9663,0.9904,1.0,1.0,4,2004
F3,35,581.92,55,-1.82,12,60.0,0.404112,0.290386,0.9375,1.0,0.9375,0.9792,1.0,0.9896,4,2004
F3,36,590.42,56,-1.49,12,60.0,0.393263,0.181806,0.875,1.0,0.9531,0.8646,1.0,0.8854,4,2004
F3,38,605.92,57,0.47,6,60.0,0.483328,0.21211,0.9375,1.0,1.0,0.9688,1.0,0.8333,4,2004
F3,39,613.92,58,4.73,5,60.0,0.505287,0.210639,0.9125,1.0,0.9125,0.8,1.0,0.9125,4,2004
F3,40,623.93,59,4.72,10,60.0,0.395666,0.033199,0.9437,1.0,0.9,0.775,1.0,0.6312,4,2004
F3,41,634.42,60,4.23,10,60.0,0.396665,0.124282,1.0,1.0,0.95,0.6375,1.0,0.7812,4,2004
F3,42,645.92,61,2.73,10,60.0,0.414425,0.127333,0.9812,1.0,0.9812,0.8,1.0,0.7688,4,2004
F3,43,655.42,62,3.23,10,60.0,0.397419,0.146316,0.975,1.0,1.0,0.875,1.0,1.0,4,2004
F3,44,664.42,63,4.23,9,60.0,0.421217,0.238746,1.0,1.0,0.9722,1.0,1.0,0.9306,4,2004
F3,45,673.92,64,4.73,10,60.0,0.389958,0.201262,0.975,1.0,0.9812,0.9,1.0,0.9812,4,2004
F3,46,683.92,65,4.73,10,60.0,0.358299,0.167897,0.9062,1.0,0.9125,0.8438,1.0,0.8562,4,2004
F3,47,693.92,66,4.73,12,60.0,0.361934,0.184207,1.0,1.0,1.0,0.9167,1.0,0.9844,4,2004
F3,48,704.92,67,5.1,12,60.0,0.352694,0.193894,1.0,1.0,0.9896,1.0,1.0,0.9688,4,2004
F3,49,712.92,67,-2.9,12,60.0,0.352949,0.187959,1.0,1.0,0.9896,1.0,1.0,0.9688,4,2004
F3,50,718.42,68,2.08,11,60.0,0.324087,0.18413,0.9545,1.0,0.892,0.9602,1.0,0.7841,4,2004
F3,51,725.92,69,4.58,6,60.0,0.36572,0.185787,0.7604,1.0,0.8958,0.9271,1.0,0.8438,4,2004
F3,52,732.92,69,-2.42,6,60.0,0.370492,0.18571,0.7604,1.0,0.8958,0.9271,1.0,0.8438,4,2004
F3,53,739.92,70,0.58,8,60.0,0.379049,0.303358,0.9844,1.0,0.9297,0.9844,1.0,0.8906,4,2004
F3,54,747.92,71,2.58,6,60.0,0.384093,0.240084,1.0,1.0,1.0,1.0,1.0,1.0,4,2004
F2,0,83.8,1,-1.15,12,60.0,0.366769,0.008334,0.9635,1.0,1.0,0.7917,0.0,0.1667,0,3000
F2,1,97.29,3,1.54,11,60.0,0.350853,0.005607,0.75,1.0,0.7784,0.6818,0.0,0.0909,0,3000
F2,2,116.8,5,-1.95,10,60.0,0.406817,0.205961,0.7688,1.0,0.7312,0.7812,1.0,0.4688,0,3000
F2,3,135.33,8,3.75,16,60.0,0.302161,0.200121,0.6406,1.0,0.7227,0.6641,1.0,0.7539,0,3000
F2,4,156.29,10,-1.01,17,60.0,0.325111,0.182029,0.7132,1.0,0.7904,0.7059,1.0,0.8382,0,3000
F2,5,169.79,11,-4.26,16,60.0,0.325422,0.222959,0.5781,1.0,0.7227,0.6758,1.0,0.8359,0,3000
F2,6,188.79,13,-3.26,11,60.0,0.402872,0.224859,0.5,1.0,0.8977,0.7273,1.0,0.8807,0,3000
F2,7,208.3,15,-4.4,10,60.0,0.381887,0.145339,0.5813,1.0,0.925,0.5813,1.0,0.5,0,3000
F2,8,227.79,17,-2.26,7,60.0,0.504394,0.176663,0.9554,1.0,0.8839,0.5714,1.0,0.7143,0,3000
F2,9,242.29,19,3.25,18,60.0,0.301372,0.05866,0.9653,1.0,0.9097,0.7917,1.0,0.3229,0,3000
F2,10,260.79,21,4.74,17,60.0,0.311273,0.057795,0.8676,1.0,0.9118,0.6618,1.0,0.2868,0,3000
F2,11,283.29,23,0.83,13,60.0,0.297623,0.251071,1.0,1.0,0.8606,0.976,1.0,0.2163,0,3000
F2,12,337.8,30,-0.67,6,60.0,0.514722,0.246585,0.9792,1.0,0.9583,1.0,1.0,0.25,0,3000
F2,13,351.29,32,4.49,6,60.0,0.498094,0.149554,1.0,1.0,1.0,0.9688,1.0,0.1667,0,3000
F2,14,367.79,33,-2.02,3,60.0,0.569935,0.103876,1.0,1.0,1.0,1.0,1.0,0.3333,0,3000
F2,15,380.84,35,4.94,17,60.0,0.35718,0.011777,0.9449,1.0,0.9265,0.7794,1.0,0.3235,0,3000
F2,16,398.3,36,-2.62,17,60.0,0.379256,0.182972,0.886,1.0,0.8824,0.6985,1.0,0.9154,0,3000
F2,17,419.29,39,0.73,18,60.0,0.378757,0.220422,0.875,1.0,0.809,0.8056,1.0,0.8576,0,3000
F2,18,441.29,42,2.9,18,60.0,0.352019,0.242964,0.8056,1.0,0.7604,0.809,1.0,0.7917,0,3000
F2,19,456.82,44,3.58,18,60.0,0.372445,0.198596,0.8333,1.0,0.8021,0.7917,1.0,0.816,0,3000
F2,20,476.29,46,0.49,18,60.0,0.343795,0.187326,0.809,1.0,0.7604,0.7708,1.0,0.8958,0,3000
F2,21,498.8,49,2.2,17,60.0,0.342606,0.171454,0.8235,1.0,0.7684,0.7426,1.0,0.8162,0,3000
F2,22,516.29,51,0.93,17,60.0,0.33355,0.209283,0.8199,1.0,0.7831,0.739,1.0,0.8162,0,3000
F2,23,533.29,53,0.09,17,60.0,0.334983,0.236795,0.8676,1.0,0.7978,0.7794,1.0,0.8199,0,3000
F2,0,83.8,1,-1.15,12,60.0,0.285059,0.008334,0.4167,1.0,0.8333,0.7917,0.0,0.1667,1,3001
F2,1,97.29,3,1.54,11,60.0,0.367386,0.005607,0.8239,1.0,0.8011,0.6818,0.0,0.0909,1,3001
F2,2,116.8,5,-1.95,10,60.0,0.406906,0.205961,0.7688,1.0,0.8562,0.7812,1.0,0.4688,1,3001
F2,3,135.33,8,3.75,16,60.0,0.287952,0.200121,0.7031,1.0,0.6133,0.6641,1.0,0.7539,1,3001
F2,4,156.29,10,-1.01,17,60.0,0.305187,0.182029,0.7353,1.0,0.7096,0.7059,1.0,0.8382,1,3001
F2,5,169.79,11,-4.26,16,60.0,0.302106,0.222959,0.5859,1.0,0.7422,0.6758,1.0,0.8359,1,3001
F2,6,188.79,13,-3.26,11,60.0,0.392271,0.224859,0.5341,1.0,0.8864,0.7273,1.0,0.8807,1,3001
F2,7,208.3,15,-4.4,10,60.0,0.384165,0.145339,0.4813,1.0,0.9375,0.5813,1.0,0.5,1,3001
F2,8,227.79,17,-2.26,7,60.0,0.479156,0.176663,0.8571,1.0,0.9732,0.5714,1.0,0.7143,1,3001
F2,9,242.29,19,3.25,18,60.0,0.385022,0.05866,0.9236,1.0,0.9444,0.7917,1.0,0.3229,1,3001
F2,10,260.79,21,4.74,17,60.0,0.391094,0.057795,0.8897,1.0,0.9118,0.6618,1.0,0.2868,1,3001
F2,11,283.29,23,0.83,13,60.0,0.429346,0.251071,0.9856,1.0,0.9375,0.976,1.0,0.2163,1,3001
F2,12,337.8,30,-0.67,6,60.0,0.63764,0.246585,0.9896,1.0,1.0,1.0,1.0,0.25,1,3001
F2,13,351.29,32,4.49,6,60.0,0.6132,0.149554,1.0,1.0,1.0,0.9688,1.0,0.1667,1,3001
F2,14,367.79,33,-2.02,3,60.0,0.676428,0.103876,1.0,1.0,1.0,1.0,1.0,0.3333,1,3001
F2,15,380.84,35,4.94,17,60.0,0.399787,0.011777,0.9191,1.0,0.9265,0.7794,1.0,0.3235,1,3001
F2,16,398.3,36,-2.62,17,60.0,0.41132,0.182972,0.8566,1.0,0.9412,0.6985,1.0,0.9154,1,3001
F2,17,419.29,39,0.73,18,60.0,0.388233,0.220422,0.7951,1.0,0.9167,0.8056,1.0,0.8576,1,3001
F2,18,441.29,42,2.9,18,60.0,0.365439,0.242964,0.7847,1.0,0.8924,0.809,1.0,0.7917,1,3001
F2,19,456.82,44,3.58,18,60.0,0.374986,0.198596,0.7674,1.0,0.8576,0.7917,1.0,0.816,1,3001
F2,20,476.29,46,0.49,18,60.0,0.366349,0.187326,0.7917,1.0,0.8958,0.7708,1.0,0.8958,1,3001
F2,21,498.8,49,2.2,17,60.0,0.363038,0.171454,0.7941,1.0,0.8456,0.7426,1.0,0.8162,1,3001
F2,22,516.29,51,0.93,17,60.0,0.355671,0.209283,0.7978,1.0,0.8603,0.739,1.0,0.8162,1,3001
F2,23,533.29,53,0.09,17,60.0,0.36238,0.236795,0.7757,1.0,0.8125,0.7794,1.0,0.8199,1,3001
F2,0,83.8,1,-1.15,12,60.0,0.402512,0.008334,1.0,1.0,0.9792,0.7917,0.0,0.1667,2,3002
F2,1,97.29,3,1.54,11,60.0,0.406956,0.005607,0.7784,1.0,0.7784,0.6818,0.0,0.0909,2,3002
F2,2,116.8,5,-1.95,10,60.0,0.418241,0.205961,0.875,1.0,0.7438,0.7812,1.0,0.4688,2,3002
F2,3,135.33,8,3.75,16,60.0,0.337762,0.200121,0.8477,1.0,0.707,0.6641,1.0,0.7539,2,3002
F2,4,156.29,10,-1.01,17,60.0,0.339797,0.182029,0.875,1.0,0.7463,0.7059,1.0,0.8382,2,3002
F2,5,169.79,11,-4.26,16,60.0,0.343325,0.222959,0.7422,1.0,0.7266,0.6758,1.0,0.8359,2,3002
F2,6,188.79,13,-3.26,11,60.0,0.394659,0.224859,0.858,1.0,0.8864,0.7273,1.0,0.8807,2,3002
F2,7,208.3,15,-4.4,10,60.0,0.39406,0.145339,0.95,1.0,0.95,0.5813,1.0,0.5,2,3002
F2,8,227.79,17,-2.26,7,60.0,0.477374,0.176663,0.9821,1.0,0.8839,0.5714,1.0,0.7143,2,3002
F2,9,242.29,19,3.25,18,60.0,0.339498,0.05866,0.9271,1.0,0.934,0.7917,1.0,0.3229,2,3002
F2,10,260.79,21,4.74,17,60.0,0.289734,0.057795,0.8456,1.0,0.7868,0.6618,1.0,0.2868,2,3002
F2,11,283.29,23,0.83,13,60.0,0.365657,0.251071,0.9904,1.0,0.8798,0.976,1.0,0.2163,2,3002
F2,12,337.8,30,-0.67,6,60.0,0.545009,0.246585,1.0,1.0,0.9583,1.0,1.0,0.25,2,3002
F2,13,351.29,32,4.49,6,60.0,0.528787,0.149554,1.0,1.0,1.0,0.9688,1.0,0.1667,2,3002
F2,14,367.79,33,-2.02,3,60.0,0.600968,0.103876,1.0,1.0,1.0,1.0,1.0,0.3333,2,3002
F2,15,380.84,35,4.94,17,60.0,0.371316,0.011777,0.9375,1.0,0.8824,0.7794,1.0,0.3235,2,3002
F2,16,398.3,36,-2.62,17,60.0,0.388313,0.182972,0.8787,1.0,0.9265,0.6985,1.0,0.9154,2,3002
F2,17,419.29,39,0.73,18,60.0,0.374575,0.220422,0.816,1.0,0.8681,0.8056,1.0,0.8576,2,3002
F2,18,441.29,42,2.9,18,60.0,0.353594,0.242964,0.7569,1.0,0.8646,0.809,1.0,0.7917,2,3002
F2,19,456.82,44,3.58,18,60.0,0.356737,0.198596,0.8229,1.0,0.8021,0.7917,1.0,0.816,2,3002
F2,20,476.29,46,0.49,18,60.0,0.356299,0.187326,0.816,1.0,0.8576,0.7708,1.0,0.8958,2,3002
F2,21,498.8,49,2.2,17,60.0,0.346373,0.171454,0.7978,1.0,0.7831,0.7426,1.0,0.8162,2,3002
F2,22,516.29,51,0.93,17,60.0,0.349852,0.209283,0.8088,1.0,0.8382,0.739,1.0,0.8162,2,3002
F2,23,533.29,53,0.09,17,60.0,0.356467,0.236795,0.7941,1.0,0.7941,0.7794,1.0,0.8199,2,3002
F2,0,83.8,1,-1.15,12,60.0,0.323784,0.008334,0.8125,1.0,0.9948,0.7917,0.0,0.1667,3,3003
F2,1,97.29,3,1.54,11,60.0,0.312956,0.005607,0.5682,1.0,0.7443,0.6818,0.0,0.0909,3,3003
F2,2,116.8,5,-1.95,10,60.0,0.348071,0.205961,0.675,1.0,0.9313,0.7812,1.0,0.4688,3,3003
F2,3,135.33,8,3.75,16,60.0,0.294492,0.200121,0.7422,1.0,0.6211,0.6641,1.0,0.7539,3,3003
F2,4,156.29,10,-1.01,17,60.0,0.304673,0.182029,0.7904,1.0,0.6875,0.7059,1.0,0.8382,3,3003
F2,5,169.79,11,-4.26,16,60.0,0.303128,0.222959,0.6211,1.0,0.6406,0.6758,1.0,0.8359,3,3003
F2,6,188.79,13,-3.26,11,60.0,0.394657,0.224859,0.9773,1.0,0.892,0.7273,1.0,0.8807,3,3003
F2,7,208.3,15,-4.4,10,60.0,0.375163,0.145339,0.8812,1.0,0.9625,0.5813,1.0,0.5,3,3003
F2,8,227.79,17,-2.26,7,60.0,0.483461,0.176663,1.0,1.0,0.8125,0.5714,1.0,0.7143,3,3003
F2,9,242.29,19,3.25,18,60.0,0.393588,0.05866,0.9583,1.0,0.9271,0.7917,1.0,0.3229,3,3003
F2,10,260.79,21,4.74,17,60.0,0.39428,0.057795,0.9228,1.0,0.9265,0.6618,1.0,0.2868,3,3003
F2,11,283.29,23,0.83,13,60.0,0.424809,0.251071,1.0,1.0,0.9183,0.976,1.0,0.2163,3,3003
F2,12,337.8,30,-0.67,6,60.0,0.641009,0.246585,1.0,1.0,0.9583,1.0,1.0,0.25,3,3003
F2,13,351.29,32,4.49,6,60.0,0.626012,0.149554,1.0,1.0,1.0,0.9688,1.0,0.1667,3,3003
F2,14,367.79,33,-2.02,3,60.0,0.707998,0.103876,1.0,1.0,1.0,1.0,1.0,0.3333,3,3003
F2,15,380.84,35,4.94,17,60.0,0.352655,0.011777,0.7794,1.0,0.3015,0.7794,1.0,0.3235,3,3003
F2,16,398.3,36,-2.62,17,60.0,0.355456,0.182972,0.7096,1.0,0.3272,0.6985,1.0,0.9154,3,3003
F2,17,419.29,39,0.73,18,60.0,0.340893,0.220422,0.75,1.0,0.3681,0.8056,1.0,0.8576,3,3003
F2,18,441.29,42,2.9,18,60.0,0.334222,0.242964,0.7257,1.0,0.5069,0.809,1.0,0.7917,3,3003
F2,19,456.82,44,3.58,18,60.0,0.335258,0.198596,0.6562,1.0,0.2743,0.7917,1.0,0.816,3,3003
F2,20,476.29,46,0.49,18,60.0,0.327147,0.187326,0.6285,1.0,0.4236,0.7708,1.0,0.8958,3,3003
F2,21,498.8,49,2.2,17,60.0,0.322854,0.171454,0.6507,1.0,0.2904,0.7426,1.0,0.8162,3,3003
F2,22,516.29,51,0.93,17,60.0,0.330126,0.209283,0.6287,1.0,0.4816,0.739,1.0,0.8162,3,3003
F2,23,533.29,53,0.09,17,60.0,0.330531,0.236795,0.5919,1.0,0.4559,0.7794,1.0,0.8199,3,3003
F2,0,83.8,1,-1.15,12,60.0,0.332401,0.008334,0.9167,1.0,0.5833,0.7917,0.0,0.1667,4,3004
F2,1,97.29,3,1.54,11,60.0,0.342633,0.005607,0.7784,1.0,0.3977,0.6818,0.0,0.0909,4,3004
F2,2,116.8,5,-1.95,10,60.0,0.375935,0.205961,0.75,1.0,0.5938,0.7812,1.0,0.4688,4,3004
F2,3,135.33,8,3.75,16,60.0,0.313696,0.200121,0.7148,1.0,0.7148,0.6641,1.0,0.7539,4,3004
F2,4,156.29,10,-1.01,17,60.0,0.311218,0.182029,0.75,1.0,0.7904,0.7059,1.0,0.8382,4,3004
F2,5,169.79,11,-4.26,16,60.0,0.325999,0.222959,0.5586,1.0,0.8633,0.6758,1.0,0.8359,4,3004
F2,6,188.79,13,-3.26,11,60.0,0.347469,0.224859,0.5455,1.0,0.8977,0.7273,1.0,0.8807,4,3004
F2,7,208.3,15,-4.4,10,60.0,0.354108,0.145339,0.5,1.0,0.9812,0.5813,1.0,0.5,4,3004
F2,8,227.79,17,-2.26,7,60.0,0.474621,0.176663,0.9464,1.0,0.9821,0.5714,1.0,0.7143,4,3004
F2,9,242.29,19,3.25,18,60.0,0.402976,0.05866,0.9236,1.0,0.875,0.7917,1.0,0.3229,4,3004
F2,10,260.79,21,4.74,17,60.0,0.355456,0.057795,0.8309,1.0,0.9044,0.6618,1.0,0.2868,4,3004
F2,11,283.29,23,0.83,13,60.0,0.431264,0.251071,0.9663,1.0,0.8942,0.976,1.0,0.2163,4,3004
F2,12,337.8,30,-0.67,6,60.0,0.649671,0.246585,0.9583,1.0,1.0,1.0,1.0,0.25,4,3004
F2,13,351.29,32,4.49,6,60.0,0.629368,0.149554,1.0,1.0,1.0,0.9688,1.0,0.1667,4,3004
F2,14,367.79,33,-2.02,3,60.0,0.712443,0.103876,1.0,1.0,1.0,1.0,1.0,0.3333,4,3004
F2,15,380.84,35,4.94,17,60.0,0.40219,0.011777,0.9265,1.0,0.9265,0.7794,1.0,0.3235,4,3004
F2,16,398.3,36,-2.62,17,60.0,0.416164,0.182972,0.9007,1.0,0.9596,0.6985,1.0,0.9154,4,3004
F2,17,419.29,39,0.73,18,60.0,0.401708,0.220422,0.7812,1.0,0.8472,0.8056,1.0,0.8576,4,3004
F2,18,441.29,42,2.9,18,60.0,0.380889,0.242964,0.8021,1.0,0.8056,0.809,1.0,0.7917,4,3004
F2,19,456.82,44,3.58,18,60.0,0.386099,0.198596,0.8021,1.0,0.8056,0.7917,1.0,0.816,4,3004
F2,20,476.29,46,0.49,18,60.0,0.37061,0.187326,0.809,1.0,0.7431,0.7708,1.0,0.8958,4,3004
F2,21,498.8,49,2.2,17,60.0,0.362141,0.171454,0.7574,1.0,0.7059,0.7426,1.0,0.8162,4,3004
F2,22,516.29,51,0.93,17,60.0,0.357125,0.209283,0.7684,1.0,0.6985,0.739,1.0,0.8162,4,3004
F2,23,533.29,53,0.09,17,60.0,0.360896,0.236795,0.6801,1.0,0.7022,0.7794,1.0,0.8199,4,3004
