run_id,behaviour,N_a,sigma,herd_idx,M,rep,min_sep,herd_seed,pso_seed,V1,V2,V3,minV,per_animal_min_mean,per_animal_min_p10,Omega,Delta,Lambda_dist,Lambda_idle,convergence_iter,poses,status,t_solve
grazing_N100_s10_h1_M9_r2_ms2.5,grazing,100,10.0,1,9,2,2.5,3143501092706740449,2993051763413599331,1.0,0.961875,0.965625,0.961875,0.9275,0.625,0.355628541193037,0.355628541193037,1.0,1.0,100,"[[40.0205192565918, 30.0, 69.279541015625, 120.33541544611424, -21.338067956703917], [-69.05062103271484, 45.0, -0.666167676448822, 359.82557364551616, -32.185442414240256], [14.205740928649902, 60.0, -48.378997802734375, 244.1230978943931, -52.75225054671555], [-9.124953269958496, 75.0, -2.5978214740753174, 360.0, -75.20567690633469], [-7.237594127655029, 90.0, 10.972622871398926, 0.0, -89.99], [-19.00006103515625, 105.0, -39.60066223144531, 222.40526881490382, -45.69020996808065], [12.653550148010254, 120.0, -71.72370910644531, 264.0900821615753, -67.47090958728643], [-103.7848129272461, 135.0, 19.080036163330078, 358.74906735383183, -49.383085063728366], [-57.18082046508789, 150.0, -55.5618782043457, 342.32076050674044, -89.99]]",ok,96.11166429519652
grazing_N100_s10_h1_M9_r3_ms2.5,grazing,100,10.0,1,9,3,2.5,3143501092706740449,2711836103519647441,1.0,0.99,0.98875,0.98875,0.97875,1.0,0.2958300614641207,0.2958300614641207,1.0,1.0,100,"[[-93.65338134765625, 30.0, -121.18223571777344, 344.96993760286256, -30.16316665049485], [-16.825746536254883, 45.0, -62.71506118774414, 282.59861961398263, -32.99288444267248], [-50.044071197509766, 60.0, -7.648505210876465, 360.0, -52.548332472079224], [43.77692794799805, 75.0, 7.894062519073486, 162.90794353010418, -64.31742523551448], [0.08932776004076004, 90.0, 24.94603157043457, 107.1532002021156, -81.58199161663543], [32.483497619628906, 105.0, 24.467870712280273, 150.30445767728395, -60.100734060518256], [59.19049835205078, 120.0, -34.48193359375, 160.72413756144698, -62.50352709087867], [-0.7619295120239258, 135.0, -7.7412028312683105, 248.45184587654867, -43.424786986309], [-35.94720458984375, 150.0, -84.33590698242188, 351.8819986512304, -68.3521809030373]]",ok,88.34435224533081
grazing_N100_s10_h1_M9_r4_ms2.5,grazing,100,10.0,1,9,4,2.5,3143501092706740449,5748593002954703407,1.0,0.985625,0.996875,0.985625,0.9825,1.0,0.3542747428407372,0.3542747428407372,1.0,1.0,100,"[[-80.7368392944336, 30.0, 2.8440206050872803, 0.0, -20.333400047204474], [26.385408401489258, 45.0, -68.4710464477539, 246.5395034280921, -31.42435332331713], [21.12860107421875, 60.0, 33.425270080566406, 124.76776194919286, -51.78291805975469], [24.91431427001953, 75.0, -9.309910774230957, 203.55544681860857, -80.00942696211112], [-3.9671072959899902, 90.0, 12.899065971374512, 308.146571215782, -89.99], [68.32283020019531, 105.0, -134.9993133544922, 288.3736314437114, -87.32196085043353], [47.682029724121094, 120.0, 63.21707534790039, 360.0, -89.137883823012], [8.170738220214844, 135.0, 3.9913175106048584, 338.78987386259513, -66.24724350394557], [129.79840087890625, 150.0, -4.8571367263793945, 284.2234262410245, -89.99]]",ok,95.00084352493286
grazing_N100_s10_h2_M1_r0_ms2.5,grazing,100,10.0,2,1,0,2.5,385556859175441777,6288407331672688261,1.0,0.4425,0.36125,0.36125,0.0,0.0,0.1591238628302949,0.1591239366888834,0.9999995358423756,1.0,100,"[[16.877214431762695, 30.0, -73.47644805908203, 258.35901506443133, -23.3960236411461]]",ok,18.684115886688232
grazing_N100_s10_h2_M1_r1_ms2.5,grazing,100,10.0,2,1,1,2.5,385556859175441777,6888132375156360289,1.0,0.48375,0.359375,0.359375,0.0,0.0,0.1599790845483831,0.1601773128827495,0.9987624443761796,1.0,99,"[[29.909351348876953, 30.0, -68.55794525146484, 247.25025182172567, -23.510895468257786]]",ok,18.45689296722412
grazing_N100_s10_h2_M1_r2_ms2.5,grazing,100,10.0,2,1,2,2.5,385556859175441777,937757977796276696,1.0,0.3575,0.434375,0.3575,0.0,0.0,0.1604393510629424,0.1604393510629424,1.0,1.0,100,"[[27.09100341796875, 30.0, 69.86865997314453, 110.80114437877553, -22.899375715897165]]",ok,18.09319043159485
grazing_N100_s10_h2_M1_r3_ms2.5,grazing,100,10.0,2,1,3,2.5,385556859175441777,5494704690888278428,1.0,0.4025,0.445,0.4025,0.0,0.0,0.1626655473210761,0.1627553746712305,0.999448083663376,1.0,100,"[[34.93956756591797, 30.0, 65.6024398803711, 117.4338848319694, -23.730794658383303]]",ok,20.06837272644043
grazing_N100_s10_h2_M1_r4_ms2.5,grazing,100,10.0,2,1,4,2.5,385556859175441777,1691642064892206156,1.0,0.461875,0.35,0.35,0.0,0.0,0.1607601586588874,0.160760197392408,0.9999997590602574,1.0,100,"[[26.78702735900879, 30.0, -69.73286437988281, 250.15787932144622, -23.554887979764185]]",ok,18.973365783691406
grazing_N100_s10_h2_M2_r0_ms2.5,grazing,100,10.0,2,2,0,2.5,385556859175441777,798803891752571949,1.0,0.8425,0.82375,0.82375,0.714375,0.0,0.2762439286798566,0.2762439286798566,1.0,1.0,100,"[[-20.101089477539062, 30.0, 74.43650817871094, 75.94323710829431, -22.959639483892847], [9.505732536315918, 45.0, -62.49283218383789, 263.34151262523875, -37.28433988674498]]",ok,30.20942997932434
grazing_N100_s10_h2_M2_r1_ms2.5,grazing,100,10.0,2,2,1,2.5,385556859175441777,313907706064609756,1.0,0.405,0.470625,0.405,0.0,0.0,0.1673990347360588,0.1673990348541234,0.9999999992947116,1.0,98,"[[-124.55326080322266, 30.0, -41.07699966430664, 308.6792350482363, -62.7294075808633], [-59.145233154296875, 45.0, -27.86598014831543, 335.4667902963865, -35.40893749001128]]",ok,22.23766565322876
grazing_N100_s10_h2_M2_r2_ms2.5,grazing,100,10.0,2,2,2,2.5,385556859175441777,6681393394188168390,1.0,0.80625,0.794375,0.794375,0.634375,0.0,0.2724144265670163,0.2724144265670163,1.0,1.0,100,"[[16.067049026489258, 30.0, -73.68753051757812, 258.938732269487, -21.53301145583172], [33.64099884033203, 45.0, 51.22764587402344, 120.99273221129769, -37.64235555492517]]",ok,31.318180561065677
grazing_N100_s10_h2_M2_r3_ms2.5,grazing,100,10.0,2,2,3,2.5,385556859175441777,6113655666757282588,1.0,0.824375,0.785625,0.785625,0.634375,0.0,0.2731593157457819,0.2731593157457819,1.0,1.0,99,"[[26.78795623779297, 30.0, -69.7327651977539, 250.61808287579487, -21.735183333648155], [27.37670135498047, 45.0, 55.896728515625, 114.42991957376151, -37.26794164054234]]",ok,28.838399648666385
grazing_N100_s10_h2_M2_r4_ms2.5,grazing,100,10.0,2,2,4,2.5,385556859175441777,2606854966194092917,1.0,0.7075,0.7075,0.7075,0.440625,0.0,0.2390676711210852,0.2390676711210852,1.0,1.0,99,"[[-87.08564758300781, 30.0, 24.618982315063477, 17.191353551884543, -20.05863744684273], [10.410956382751465, 45.0, -62.48748016357422, 262.9775003893349, -36.796877246040154]]",ok,28.427077293396
grazing_N100_s10_h2_M3_r0_ms2.5,grazing,100,10.0,2,3,0,2.5,385556859175441777,3721005479568745510,1.0,0.936875,0.948125,0.936875,0.89375,0.625,0.3218560882994231,0.3218560882994231,1.0,1.0,100,"[[51.37650680541992, 30.0, -57.108856201171875, 228.53384259698086, -21.224264202552813], [28.394134521484375, 45.0, 56.02873229980469, 119.53984145399178, -39.088970549379475], [-44.5124626159668, 60.0, -6.852379322052002, 0.0, -52.04809180222886]]",ok,38.0893783569336
grazing_N100_s10_h2_M3_r1_ms2.5,grazing,100,10.0,2,3,1,2.5,385556859175441777,1353391730993526688,1.0,0.92125,0.930625,0.92125,0.863125,0.61875,0.2653970847176375,0.2653970847176375,1.0,1.0,100,"[[126.21952819824219, 30.0, -139.46676635742188, 198.4262008977539, -8.439971575345023], [-37.01167678833008, 45.0, 58.747615814208984, 60.29246784481291, -34.897330992050115], [26.260343551635742, 60.0, -40.040924072265625, 239.903103372112, -54.28857968956395]]",ok,40.94737362861633
grazing_N100_s10_h2_M3_r2_ms2.5,grazing,100,10.0,2,3,2,2.5,385556859175441777,652880180443055980,1.0,0.960625,0.944375,0.944375,0.908125,0.6875,0.3299564771687485,0.3299564771687485,1.0,1.0,99,"[[41.15683364868164, 30.0, 61.01909255981445, 121.78319028823032, -22.421552209342668], [28.700183868408203, 45.0, -55.838165283203125, 240.89214015468906, -33.88877278005913], [-37.2830924987793, 60.0, -2.666375160217285, 360.0, -55.6499415253348]]",ok,42.51204681396485
grazing_N100_s10_h2_M3_r3_ms2.5,grazing,100,10.0,2,3,3,2.5,385556859175441777,6913456992608761409,1.0,0.940625,0.9575,0.940625,0.90125,0.61875,0.3189911130491196,0.3189911130491196,1.0,1.0,100,"[[-21.320186614990234, 30.0, 74.0911636352539, 79.72078797613862, -23.83881858623418], [42.55319595336914, 45.0, -49.67989730834961, 228.6730374961521, -33.56603160355446], [-39.81181716918945, 60.0, -2.6238651275634766, 0.0, -54.43684614925673]]",ok,37.906930685043335
grazing_N100_s10_h2_M3_r4_ms2.5,grazing,100,10.0,2,3,4,2.5,385556859175441777,5068952812502335972,1.0,0.68875,0.711875,0.68875,0.413125,0.0,0.2809798122728042,0.2809798122728042,1.0,1.0,100,"[[29.883928298950195, 30.0, -68.65982818603516, 246.64154349488183, -21.907392245317205], [-75.03459167480469, 45.0, -4.680694103240967, 360.0, -33.66453580273834], [-15.903071403503418, 60.0, -6.29013729095459, 345.810847405101, -70.91663447927792]]",ok,43.03565239906311
grazing_N100_s10_h2_M4_r0_ms2.5,grazing,100,10.0,2,4,0,2.5,385556859175441777,8482683104508407362,1.0,0.97,0.97375,0.97,0.948125,0.8125,0.3363490636053914,0.3363490636053914,1.0,1.0,100,"[[68.55304718017578, 30.0, -36.809844970703125, 206.68617165797667, -22.051423429144005], [-19.575809478759766, 45.0, 61.30113220214844, 72.30463775222007, -35.23297925743329], [7.339535713195801, 60.0, -2.598816394805908, 189.36762841646834, -89.23201688960025], [-29.366336822509766, 75.0, -29.286762237548828, 303.0410676611221, -61.2377131306578]]",ok,51.980287075042725
grazing_N100_s10_h2_M4_r1_ms2.5,grazing,100,10.0,2,4,1,2.5,385556859175441777,3944743154220752582,1.0,0.938125,0.9675,0.938125,0.910625,0.74375,0.3196150371196955,0.3196150371196955,1.0,1.0,100,"[[65.26319885253906, 30.0, -42.55040740966797, 213.12600148173502, -21.24330776520749], [-13.979562759399414, 45.0, 64.90397644042969, 82.84103749642556, -36.67800439146276], [-34.46076202392578, 60.0, -7.202088832855225, 353.9786458129361, -56.93897301382987], [138.82009887695312, 75.0, -139.44097900390625, 187.5895844157587, -16.854593892130694]]",ok,53.18375945091248
grazing_N100_s10_h2_M4_r2_ms2.5,grazing,100,10.0,2,4,2,2.5,385556859175441777,8695740451157004429,1.0,0.86875,0.88875,0.86875,0.7575,0.0,0.3395417836978388,0.3395417836978388,1.0,1.0,100,"[[-19.182340621948242, 30.0, 74.81185913085938, 77.30408579043944, -22.29296544557085], [-58.06526565551758, 45.0, -46.88987350463867, 325.87911263512615, -31.33595685650484], [-1.7502630949020386, 60.0, -32.437904357910156, 269.8304190146622, -54.72448568583155], [-10.987395286560059, 75.0, -17.814529418945312, 325.51141708334814, -77.92998422662922]]",ok,48.312814235687256
grazing_N100_s10_h2_M4_r3_ms2.5,grazing,100,10.0,2,4,3,2.5,385556859175441777,9015252380821891066,1.0,0.951875,0.961875,0.951875,0.915,0.74375,0.3434843432482254,0.3434843432482254,1.0,1.0,100,"[[-87.58822631835938, 30.0, -5.888467311859131, 0.0, -19.526907184130796], [51.62400817871094, 45.0, -45.37745666503906, 222.45530432586162, -32.180017962885664], [14.389406204223633, 60.0, 57.158836364746094, 104.88691607754402, -49.88270955707557], [3.320201873779297, 75.0, -0.22147014737129211, 101.54754893256158, -84.22784483015747]]",ok,50.66511011123657
grazing_N100_s10_h2_M4_r4_ms2.5,grazing,100,10.0,2,4,4,2.5,385556859175441777,1181369426501434939,1.0,0.97,0.9775,0.97,0.9475,0.8125,0.3429258428762671,0.3429258428762671,1.0,1.0,99,"[[-76.48590087890625, 30.0, 43.1240119934082, 31.940559737636054, -20.018803098148204], [-6.554222583770752, 45.0, -72.55430603027344, 276.540313251977, -31.00223255622973], [22.682355880737305, 60.0, 47.982208251953125, 116.13706283322011, -52.69562270763206], [2.4443893432617188, 75.0, -8.5794677734375, 282.8707140001042, -89.99]]",ok,47.33910727500916
grazing_N100_s10_h2_M5_r0_ms2.5,grazing,100,10.0,2,5,0,2.5,385556859175441777,8630739204035637269,1.0,0.988125,0.99625,0.988125,0.984375,1.0,0.2796035726066805,0.2796076904824839,0.9999852726661552,1.0,100,"[[-89.4694595336914, 30.0, 6.487973690032959, 0.0, -19.882634901152105], [-107.90727996826172, 45.0, -61.94697952270508, 343.7224314879912, -37.642887787826716], [-34.538299560546875, 60.0, -10.27131175994873, 359.990609180059, -56.60932050011289], [18.22886085510254, 75.0, 40.03553771972656, 116.30513690540187, -63.88137359001083], [11.46631908416748, 90.0, -41.66276931762695, 244.21670469907534, -63.308414902529854]]",ok,59.25551247596741
grazing_N100_s10_h2_M5_r1_ms2.5,grazing,100,10.0,2,5,1,2.5,385556859175441777,8623374579940592242,1.0,0.97625,0.975,0.975,0.95125,0.875,0.2931589492408489,0.2931589492408489,1.0,1.0,100,"[[64.4401626586914, 30.0, -43.98785400390625, 212.45414134815414, -21.337245426902953], [79.10542297363281, 45.0, -23.659122467041016, 207.979324489105, -80.50408435162201], [-8.218757629394531, 60.0, -54.70829772949219, 284.4679024839162, -51.46043307768969], [-3.8864104747772217, 75.0, 46.667232513427734, 84.97368126280318, -61.3175398313351], [-32.023338317871094, 90.0, 51.82383728027344, 77.51412021614836, -23.191245953700214]]",ok,54.57750153541565
grazing_N100_s10_h2_M5_r2_ms2.5,grazing,100,10.0,2,5,2,2.5,385556859175441777,2375502425410829922,1.0,0.985625,0.988125,0.985625,0.97375,1.0,0.2882524131554952,0.2882524131554952,1.0,1.0,100,"[[95.57859802246094, 30.0, -9.261201858520508, 254.65276548311132, -46.78721198529262], [-57.14269256591797, 45.0, -47.88806915283203, 319.5698198489694, -30.116491742845405], [-51.719451904296875, 60.0, 2.848714828491211, 360.0, -55.677246970250806], [33.732913970947266, 75.0, 33.95000457763672, 133.02862404152663, -61.47759296099726], [5.054215908050537, 90.0, -14.287125587463379, 242.50738303161293, -88.82727741820013]]",ok,53.55181550979614
grazing_N100_s10_h2_M5_r3_ms2.5,grazing,100,10.0,2,5,3,2.5,385556859175441777,7545298225980858404,1.0,0.9875,0.98375,0.98375,0.97125,1.0,0.3021166767397781,0.3021166767397781,1.0,1.0,96,"[[12.359176635742188, 30.0, 87.57796478271484, 168.33378509388268, -54.017460660361564], [51.835269927978516, 45.0, -42.34191131591797, 214.36147984998877, -37.41641607085356], [-9.244339942932129, 60.0, 49.43809127807617, 75.86589305760178, -49.921734983833126], [-18.55136489868164, 75.0, -26.223543167114258, 287.4420897154331, -61.76597825879395], [15.437932968139648, 90.0, -8.766510963439941, 256.615126001152, -74.16340526052309]]",ok,49.52048134803772
grazing_N100_s10_h2_M5_r4_ms2.5,grazing,100,10.0,2,5,4,2.5,385556859175441777,4979437320739015692,1.0,0.95625,0.9425,0.9425,0.904375,0.86875,0.264003942223812,0.264003942223812,1.0,1.0,100,"[[139.4656982421875, 30.0, -48.857608795166016, 180.4043397955585, -46.66847096056506], [-38.880558013916016, 45.0, -84.65800476074219, 221.28664824756135, -64.72013112422071], [1.927981972694397, 60.0, -49.95771026611328, 273.7354330326798, -48.35720390629369], [3.112461805343628, 75.0, 33.87556838989258, 92.81267327610546, -60.6145045063845], [-7.442689895629883, 90.0, 12.238824844360352, 251.10895777251818, -89.99]]",ok,56.365137577056885
grazing_N100_s10_h2_M6_r0_ms2.5,grazing,100,10.0,2,6,0,2.5,385556859175441777,2840208292769743726,1.0,0.99,0.99125,0.99,0.98125,0.9375,0.3116985343133573,0.3116985343133573,1.0,1.0,100,"[[-139.46676635742188, 30.0, -14.258465766906738, 357.30056443293165, -47.57518208218612], [55.38405990600586, 45.0, 43.341670989990234, 138.0971163653099, -32.56125640881341], [-7.326010704040527, 60.0, -47.116485595703125, 284.0089692996729, -51.56782643246998], [-22.302345275878906, 75.0, 39.06684112548828, 61.98727607178773, -67.5345205347088], [-39.248924255371094, 90.0, -1.7185648679733276, 19.669654889873947, -65.13087381480365], [139.46676635742188, 105.0, -79.02412414550781, 341.8000497460464, -83.68814563734998]]",ok,72.91161298751831
grazing_N100_s10_h2_M6_r1_ms2.5,grazing,100,10.0,2,6,1,2.5,385556859175441777,4055457770201346083,1.0,0.99375,0.99125,0.99125,0.985,1.0,0.3154749100901957,0.3154749100901957,1.0,1.0,100,"[[139.46676635742188, 30.0, 123.35551452636719, 175.73838117520413, -18.986272470781], [24.603002548217773, 45.0, -61.64640808105469, 250.62954213959904, -33.578179038972536], [-33.9013557434082, 60.0, 36.60817337036133, 50.25597306278662, -48.03216643329476], [-10.420708656311035, 75.0, 7.055222988128662, 360.0, -89.97797821699562], [6.827922344207764, 90.0, -1.54984450340271, 360.0, -89.93033935581407], [54.710201263427734, 105.0, 29.54137420654297, 148.22195925112402, -58.06697150893102]]",ok,75.56952047348022
grazing_N100_s10_h2_M6_r2_ms2.5,grazing,100,10.0,2,6,2,2.5,385556859175441777,6078795905260591505,1.0,0.983125,0.99,0.983125,0.973125,0.93125,0.3030062806631107,0.3030062806631107,1.0,1.0,100,"[[49.3863410949707, 30.0, 77.8603744506836, 136.04376282263894, -63.672178406296005], [-2.594017267227173, 45.0, -69.75509643554688, 273.60955480295195, -32.16797801572464], [25.778425216674805, 60.0, 31.12816619873047, 118.87315281054667, -51.406023130827954], [-1.4330148696899414, 75.0, 2.7576465606689453, 282.7095075440907, -84.92869129181963], [-70.5068359375, 90.0, 34.109588623046875, 360.0, -58.75263967932846], [19.57013702392578, 105.0, 8.172164916992188, 148.81638542986332, -20.291693736746886]]",ok,65.1036286354065
grazing_N100_s10_h2_M6_r3_ms2.5,grazing,100,10.0,2,6,3,2.5,385556859175441777,4457539379486897499,1.0,0.99,0.990625,0.99,0.980625,0.9375,0.3200557644676688,0.32014606765767,0.9997179312847356,1.0,100,"[[11.781835556030273, 30.0, -75.1851577758789, 264.4989840044817, -21.62960807940552], [60.38936233520508, 45.0, -22.751028060913086, 192.0502637369103, -37.7615072629138], [-10.834238052368164, 60.0, 47.67555236816406, 76.09111682265944, -53.82513403000284], [139.46676635742188, 75.0, -7.049749374389648, 123.92953236994252, -52.915613047065044], [-56.171051025390625, 90.0, -8.311795234680176, 360.0, -54.35350471536823], [-134.3673095703125, 105.0, -37.282325744628906, 43.045358404509166, -80.80333277410743]]",ok,84.28152894973755
grazing_N100_s10_h2_M6_r4_ms2.5,grazing,100,10.0,2,6,4,2.5,385556859175441777,6906566202716508465,1.0,0.9825,0.99,0.9825,0.9725,0.93125,0.3305866927270565,0.3305866927270565,1.0,1.0,100,"[[40.679805755615234, 30.0, -63.06089782714844, 237.9701451315569, -21.654540742680176], [-70.15098571777344, 45.0, 31.09596061706543, 28.41422158039821, -31.982135676402716], [-37.543128967285156, 60.0, -11.697671890258789, 359.93993792700564, -55.21581931030014], [8.633285522460938, 75.0, 20.713180541992188, 114.48649854069306, -78.23575606043737], [-98.56747436523438, 90.0, 76.75, 312.0442128002803, -62.92923148173508], [16.42180824279785, 105.0, -116.30721282958984, 238.5690275644753, -30.481745463627302]]",ok,76.11881160736084
grazing_N100_s10_h2_M7_r0_ms2.5,grazing,100,10.0,2,7,0,2.5,385556859175441777,2686143240832778319,1.0,0.99875,0.964375,0.964375,0.963125,1.0,0.3447579990530355,0.3447579990530355,1.0,1.0,100,"[[3.5576298236846924, 30.0, -80.43106079101562, 271.5628097540327, -20.893151385934715], [26.108877182006836, 45.0, 63.12918472290039, 110.97168539315561, -33.815038537053546], [36.55242156982422, 60.0, -29.14031982421875, 212.73577327756374, -56.70345768555878], [21.23932456970215, 75.0, -12.822108268737793, 212.1159008816734, -62.858858656247776], [-17.872222900390625, 90.0, -2.8063666820526123, 337.37123920050993, -70.84204477823265], [92.88199615478516, 105.0, 24.160076141357422, 124.46494370022081, -71.75491216812573], [9.183627128601074, 120.0, 50.4091796875, 188.99859718362217, -59.84364414507426]]",ok,70.7169394493103
grazing_N100_s10_h2_M7_r1_ms2.5,grazing,100,10.0,2,7,1,2.5,385556859175441777,1933222199612585045,1.0,0.97125,0.963125,0.963125,0.934375,0.86875,0.3357434817501833,0.3357434817501833,1.0,1.0,100,"[[-17.091032028198242, 30.0, -85.9500961303711, 282.4815365404836, -19.50174307282229], [25.848426818847656, 45.0, 63.03242874145508, 110.88510144064598, -33.22599499028246], [-0.8659928441047668, 60.0, 27.412757873535156, 304.4030731645141, -89.99], [5.7296833992004395, 75.0, -7.09820556640625, 223.11327368948972, -88.78322277302689], [-8.71182632446289, 90.0, 14.17855167388916, 60.55195849674201, -86.89403859102634], [7.8436198234558105, 105.0, 36.566734313964844, 110.3233807195322, -29.64597967649795], [69.95262145996094, 120.0, -23.2376651763916, 233.61983396022245, -89.53147248666765]]",ok,77.68328785896301
grazing_N100_s10_h2_M7_r2_ms2.5,grazing,100,10.0,2,7,2,2.5,385556859175441777,8955349920538490723,1.0,0.994375,0.9875,0.9875,0.983125,0.9375,0.3070080568438543,0.3070080568438543,1.0,1.0,100,"[[-2.333881378173828, 30.0, 115.17603302001953, 21.153737364013775, -54.10007526817609], [-15.31000804901123, 45.0, 63.80418395996094, 76.1918385015752, -34.144669973045524], [-11.460360527038574, 60.0, -37.881282806396484, 286.1632712244227, -51.891846960948435], [10.00016975402832, 75.0, 3.1246447563171387, 128.0615885271098, -78.90681549855546], [116.69646453857422, 90.0, -27.07927894592285, 224.39546916772667, -81.1283448312882], [-108.82598114013672, 105.0, -81.79017639160156, 355.1864908787417, -85.73916232542472], [104.795166015625, 120.0, 51.452903747558594, 353.084699766593, -89.99]]",ok,67.29689311981201
grazing_N100_s10_h2_M7_r3_ms2.5,grazing,100,10.0,2,7,3,2.5,385556859175441777,1685654876790787568,1.0,0.996875,0.9825,0.9825,0.979375,1.0,0.34752430180183,0.34752430180183,1.0,1.0,100,"[[41.17738342285156, 30.0, 60.99952697753906, 120.44651832699749, -22.177247011780636], [19.716875076293945, 45.0, -61.887699127197266, 254.61718022107863, -33.7619209719538], [26.96392059326172, 60.0, 30.296772003173828, 148.3660410757839, -53.86930551814416], [-18.34830665588379, 75.0, 3.7612664699554443, 16.177995175326725, -71.63073960747941], [129.95782470703125, 90.0, 2.264580011367798, 219.94664451563375, -47.97972574914988], [-49.95890426635742, 105.0, -22.438684463500977, 360.0, -50.12162396943664], [-139.46676635742188, 120.0, -120.20410919189453, 360.0, -60.51220047858002]]",ok,85.14172410964966
grazing_N100_s10_h2_M7_r4_ms2.5,grazing,100,10.0,2,7,4,2.5,385556859175441777,4999143706342956618,1.0,0.99,0.99125,0.99,0.983125,1.0,0.3662123665564579,0.3662123665564579,1.0,1.0,100,"[[70.91991424560547, 30.0, -30.50286865234375, 201.20596775257624, -21.429283359043506], [-7.5249810218811035, 45.0, 65.50059509277344, 82.36913449379149, -34.33098763847573], [-22.21123695373535, 60.0, -39.73601531982422, 304.2389392301921, -48.96231014265503], [0.04614785313606262, 75.0, -7.663062572479248, 110.428793840906, -89.09182970806528], [-7.535426139831543, 90.0, 31.294038772583008, 89.71180666493474, -78.37779280675183], [17.14600944519043, 105.0, 99.41488647460938, 108.09011907679846, -41.5757903183975], [18.071962356567383, 120.0, -123.40174102783203, 270.414741289006, -0.250986788503072]]",ok,78.17255806922913
grazing_N100_s10_h2_M8_r0_ms2.5,grazing,100,10.0,2,8,0,2.5,385556859175441777,1144840699013028355,1.0,0.989375,0.92375,0.92375,0.91375,0.98125,0.2744274724334917,0.2744274724334917,1.0,1.0,100,"[[-71.886474609375, 30.0, -32.23481750488281, 336.07631471091753, -20.73602828773666], [-118.87749481201172, 45.0, 22.75953483581543, 328.05887129513064, -57.26300949230923], [3.0998215675354004, 60.0, 7.489339828491211, 228.42539501191962, -89.96785619030318], [5.219366073608398, 75.0, -9.335582733154297, 226.84137043879645, -89.99], [-14.297163009643555, 90.0, 6.8830132484436035, 359.99845261776215, -89.99], [50.80987548828125, 105.0, -13.03215503692627, 190.01042941522599, -61.28592280773477], [125.0815658569336, 120.0, -3.8811569213867188, 234.2440433755576, -89.86880460686699], [-110.97168731689453, 135.0, 82.97035217285156, 174.42751060614486, -89.98630152064187]]",ok,89.6991810798645
grazing_N100_s10_h2_M8_r1_ms2.5,grazing,100,10.0,2,8,1,2.5,385556859175441777,1403118056162795806,1.0,0.995,0.975625,0.975625,0.970625,0.93125,0.3416135642802728,0.3416135642802728,1.0,1.0,100,"[[-66.8906021118164, 30.0, -56.408111572265625, 321.2592922811042, -19.563330764228677], [38.71848678588867, 45.0, 55.20326232910156, 122.76941299385649, -33.2726223178321], [-25.543533325195312, 60.0, 1.7103736400604248, 0.216699466043814, -61.18755529227472], [-11.257298469543457, 75.0, -5.16636323928833, 335.8206475534654, -86.42141426641302], [34.75481414794922, 90.0, -32.58555603027344, 224.60008432601114, -58.73383744921141], [139.36953735351562, 105.0, 65.9415054321289, 236.69747112134817, -89.77533857204612], [51.29689407348633, 120.0, 51.69807052612305, 4.652347905186543, -63.15715987548996], [60.381282806396484, 135.0, 3.1136419773101807, 66.07002704073035, -49.52976863664783]]",ok,85.76811385154724
grazing_N100_s10_h2_M8_r2_ms2.5,grazing,100,10.0,2,8,2,2.5,385556859175441777,8544473171215208059,1.0,0.954375,0.98,0.954375,0.934375,0.99375,0.2481120762228894,0.2481120762228894,1.0,1.0,100,"[[-69.9565658569336, 30.0, 49.29354476928711, 331.80855522891, 0.0], [-139.46676635742188, 45.0, 2.2004523277282715, 357.78861638822616, -21.21405942031058], [-23.265888214111328, 60.0, -33.484893798828125, 307.9407303672603, -50.721068245276186], [-33.85731887817383, 75.0, -8.396430015563965, 354.96438136099135, -68.72825354904579], [48.0584831237793, 90.0, 7.586459159851074, 157.5507650194519, -62.73061410054854], [-13.472891807556152, 105.0, 1.7635611295700073, 257.67119975501885, -84.32916934893937], [139.4342498779297, 120.0, -1.821233868598938, 179.39377097924967, -21.814281337887632], [-105.4922866821289, 135.0, 129.3644256591797, 261.76529785419433, -89.98665196284547]]",ok,89.92152261734009
grazing_N100_s10_h2_M8_r3_ms2.5,grazing,100,10.0,2,8,3,2.5,385556859175441777,1362297743301903281,1.0,0.99375,0.995,0.99375,0.98875,1.0,0.290765326731131,0.290765326731131,1.0,1.0,100,"[[-139.46676635742188, 30.0, 46.984886169433594, 360.0, -56.4143999730517], [20.732465744018555, 45.0, -59.74668884277344, 252.133706963581, -33.96359593779707], [-30.65874481201172, 60.0, -40.562931060791016, 318.20977854148305, -54.30896127389059], [1.4249159097671509, 75.0, 6.95823335647583, 281.84202940054297, -89.99], [36.633636474609375, 90.0, 94.7067642211914, 207.2440752450114, -85.13127906368773], [8.741631507873535, 105.0, 51.85813903808594, 97.57418699560066, -61.569129410744026], [55.80094528198242, 120.0, -44.17885208129883, 360.0, -88.78736200959852], [139.46676635742188, 135.0, -24.53468894958496, 46.08561418518085, -89.81790412776019]]",ok,88.98439598083496
