run_id,behaviour,N_a,sigma,herd_idx,M,rep,min_sep,herd_seed,pso_seed,V1,V2,V3,minV,per_animal_min_mean,per_animal_min_p10,Omega,Delta,Lambda_dist,Lambda_idle,convergence_iter,poses,status,t_solve
grazing_N50_s90_h8_M5_r0_ms2.5,grazing,50,90.0,8,5,0,2.5,570573002690102174,4895307326909574485,1.0,0.66,0.84625,0.66,0.51625,0.0,0.0548893930820072,0.0548893930820072,1.0,1.0,100,"[[92.10640716552734, 30.0, 327.9566955566406, 112.03607153419367, -40.1706983897151], [215.46485900878906, 45.0, 179.5460205078125, 216.01091111455167, -41.675402043324105], [-10.098509788513184, 60.0, 27.197925567626953, 359.95423314291776, -50.744571066196364], [91.12203216552734, 75.0, -18.28255844116211, 258.608530188346, -63.458518584587814], [-55.93252182006836, 90.0, 66.01531982421875, 246.31743886458133, -86.51040269265157]]",ok,20.46645951271057
grazing_N50_s90_h8_M5_r1_ms2.5,grazing,50,90.0,8,5,1,2.5,570573002690102174,7825497293517641427,0.94,0.64,0.66,0.64,0.42,0.0,0.0669299681458045,0.0669299681458045,1.0,1.0,100,"[[-171.66552734375, 30.0, -171.658935546875, 297.62017971833427, -22.504270278558632], [144.6631622314453, 45.0, -15.547748565673828, 209.1514192376668, -32.81492151442442], [-3.508216619491577, 60.0, -42.89094161987305, 182.63049840734843, -46.73703430432737], [88.94932556152344, 75.0, 30.22795867919922, 176.65591372657593, -56.22815162604145], [-23.314952850341797, 90.0, 22.629642486572266, 183.23081925187643, -89.4918633278239]]",ok,22.817328453063965
grazing_N50_s90_h8_M5_r2_ms2.5,grazing,50,90.0,8,5,2,2.5,570573002690102174,5417387763351311207,0.94,0.52,0.65875,0.52,0.24,0.0,0.0698139778327645,0.0698139778327645,1.0,1.0,100,"[[20.568513870239258, 30.0, 226.77597045898438, 132.41345296839307, -30.55258769617603], [161.05484008789062, 45.0, 32.60405731201172, 169.9658897530415, -29.91229517432603], [88.60798645019531, 60.0, 15.800507545471191, 193.2668651565342, -49.53344399654283], [85.26600646972656, 75.0, 11.96458625793457, 184.764063125426, -83.61532021617118], [68.2171630859375, 90.0, 78.03872680664062, 279.51046125905833, -87.71453443476753]]",ok,21.311020612716675
grazing_N50_s90_h8_M5_r3_ms2.5,grazing,50,90.0,8,5,3,2.5,570573002690102174,7082171837365515898,0.96,0.66,0.72,0.66,0.5,0.0,0.0549725314754568,0.0549725314754568,1.0,1.0,100,"[[-315.59552001953125, 30.0, -357.8912658691406, 246.55117037664144, -31.563873122151897], [-98.3114013671875, 45.0, -123.55252838134766, 318.0936511356041, -34.45865101879378], [-32.95644760131836, 60.0, -77.27144622802734, 196.31126796400454, -54.529729287007726], [73.05535888671875, 75.0, 18.915708541870117, 360.0, -82.62910894815815], [77.57178497314453, 90.0, 114.51851654052734, 106.22537730451998, -69.29416754843305]]",ok,20.62873935699463
grazing_N50_s90_h8_M5_r4_ms2.5,grazing,50,90.0,8,5,4,2.5,570573002690102174,363803085847691931,1.0,0.68,0.66,0.66,0.38,0.0,0.0595104811895823,0.0595104811895823,1.0,1.0,100,"[[-372.5260009765625, 30.0, -369.79669189453125, 348.65517729190003, -7.708643455337391], [93.97911071777344, 45.0, -156.20689392089844, 247.64603243283312, -36.8617187286243], [-3.360428810119629, 60.0, 33.53453063964844, 7.937105980766679, -55.09598655691783], [75.62088012695312, 75.0, 20.785524368286133, 33.08844430032816, -84.74253303711215], [-79.04235076904297, 90.0, 39.07325744628906, 304.90177348750024, -67.45480545773675]]",ok,21.634414434432983
grazing_N50_s90_h8_M6_r0_ms2.5,grazing,50,90.0,8,6,0,2.5,570573002690102174,2483282014703303248,1.0,0.64,0.86,0.64,0.5,0.0,0.0687501433211468,0.0687501433211468,1.0,1.0,100,"[[330.95947265625, 30.0, 6.364217281341553, 150.21491948171868, -6.779545718091844], [130.032958984375, 45.0, 117.6177749633789, 139.71221465156324, -34.677098299678086], [-28.954622268676758, 60.0, 88.26692962646484, 149.41484046566327, -60.68111553671332], [69.1519775390625, 75.0, -29.0640926361084, 280.94247088430564, -56.973709271067705], [-1.7016221284866333, 90.0, 31.30897331237793, 4.904244431219155, -65.55822666250833], [-39.326942443847656, 105.0, 20.976558685302734, 42.10854870440543, -82.57548354177283]]",ok,26.208452463150024
grazing_N50_s90_h8_M6_r1_ms2.5,grazing,50,90.0,8,6,1,2.5,570573002690102174,8330398778902807469,0.96,0.52,0.62,0.52,0.18,0.0,0.0668623482074651,0.0668746279225953,0.9998163770698754,1.0,99,"[[-82.20164489746094, 30.0, 140.01161193847656, 72.70747771713499, -23.449986008094683], [-4.844705104827881, 45.0, 118.42374420166016, 31.05646497599825, -43.47695880948004], [22.96904182434082, 60.0, 7.387882232666016, 349.5362569294118, -44.23261254388212], [-1.0600579977035522, 75.0, 23.9440860748291, 355.27955486629077, -61.82712525625603], [-147.73269653320312, 90.0, 109.44111633300781, 122.79897523778169, -13.727006670325544], [314.65771484375, 105.0, 45.498287200927734, 120.10632863917279, -10.44944345571394]]",ok,23.50808835029602
grazing_N50_s90_h8_M6_r2_ms2.5,grazing,50,90.0,8,6,2,2.5,570573002690102174,3811074334528084383,1.0,0.86,0.92,0.86,0.78,0.0,0.0720932797302373,0.0720932797302373,1.0,1.0,100,"[[-84.5369644165039, 30.0, 140.01498413085938, 69.24833125788442, -22.167736601815477], [149.71200561523438, 45.0, -3.696849822998047, 198.5563656046766, -32.65475216551104], [9.130354881286621, 60.0, 52.55149459838867, 333.4348129685158, -42.48561010100156], [-126.48876190185547, 75.0, -41.02391815185547, 360.0, -48.40549850247632], [-242.2906951904297, 90.0, 105.46110534667969, 359.9968301612046, -73.64186910530496], [-220.75755310058594, 105.0, -226.4390869140625, 319.6005631802949, -4.2055600954779075]]",ok,26.036645889282227
grazing_N50_s90_h8_M6_r3_ms2.5,grazing,50,90.0,8,6,3,2.5,570573002690102174,604035911959673392,0.74,0.34,0.42,0.34,0.1,0.0,0.0564692687826624,0.0564692687826624,1.0,1.0,100,"[[-199.0530548095703, 30.0, 298.26123046875, 354.137413654014, -6.600913768956505], [130.3516082763672, 45.0, 172.64674377441406, 320.3492897561969, -38.084345307078856], [0.6281521320343018, 60.0, 78.24004364013672, 356.2867571800718, -41.51106314931769], [9.068673133850098, 75.0, 6.483736991882324, 53.03831347007329, -67.3220658716566], [84.16422271728516, 90.0, 56.79084396362305, 90.26813366214088, -66.71503856019172], [30.212268829345703, 105.0, 38.33448028564453, 360.0, -85.28493200010624]]",ok,22.681161165237427
grazing_N50_s90_h8_M6_r4_ms2.5,grazing,50,90.0,8,6,4,2.5,570573002690102174,7961377756419286723,0.98,0.54,0.72,0.54,0.3,0.0,0.0661772863434451,0.0661772863434451,1.0,1.0,100,"[[-158.25115966796875, 30.0, -170.62234497070312, 236.2544358650063, -52.96737306036581], [-60.28183364868164, 45.0, 127.1302719116211, 87.79178569694858, -38.678336396868936], [55.94860076904297, 60.0, 26.868844985961914, 181.48572064584948, -74.13633492258407], [113.95964813232422, 75.0, 74.15763092041016, 182.475000706681, -66.0112171396272], [121.52490234375, 90.0, 21.842952728271484, 176.94041689994194, -64.01372352231701], [-100.15299224853516, 105.0, 38.14439010620117, 233.41323455635052, -68.79237861201152]]",ok,24.91402554512024
grazing_N50_s90_h8_M7_r0_ms2.5,grazing,50,90.0,8,7,0,2.5,570573002690102174,7531422016856714785,1.0,0.96,1.0,0.96,0.96,1.0,0.0520518196545454,0.0520518196545454,1.0,1.0,100,"[[164.0076446533203, 30.0, 158.3271026611328, 281.9936030397529, -32.17102822306752], [-127.36634063720703, 45.0, -337.4510498046875, 298.3075211797747, -5.74785691708219], [-39.68680191040039, 60.0, 23.063295364379883, 108.41216381518194, -41.907571319470854], [54.72208023071289, 75.0, 39.0363655090332, 35.542697731727365, -64.79114373191031], [44.143062591552734, 90.0, 27.75083351135254, 173.982524260838, -86.65354969875631], [-150.30816650390625, 105.0, 341.7391357421875, 88.52002706326101, -18.252699530087906], [370.8478698730469, 120.0, -268.415771484375, 239.24349800214614, -0.1997806706747961]]",ok,27.65123653411865
grazing_N50_s90_h8_M7_r1_ms2.5,grazing,50,90.0,8,7,1,2.5,570573002690102174,1524131016868883569,1.0,0.76,0.86,0.76,0.64,0.0,0.0642947796584688,0.0642947796584688,1.0,1.0,100,"[[-271.8776550292969, 30.0, 110.33950805664062, 37.3348030304811, -19.051174756846542], [111.42970275878906, 45.0, -34.58007049560547, 228.95985136834832, -37.8749413813123], [-78.70746612548828, 60.0, 3.498793601989746, 253.44703490474768, -41.383989449860216], [-78.22188568115234, 75.0, 99.58696746826172, 55.71203273459094, -64.92961541188774], [-93.97442626953125, 90.0, -51.71212387084961, 344.7710208384498, -68.27186890317127], [-369.8543395996094, 105.0, -18.692594528198242, 308.69462297616894, -54.20943412638134], [-30.807828903198242, 120.0, -33.27375030517578, 87.36132103182621, -78.43743921956202]]",ok,28.74375891685486
grazing_N50_s90_h8_M7_r2_ms2.5,grazing,50,90.0,8,7,2,2.5,570573002690102174,2915981126100859197,1.0,0.68,0.88,0.68,0.56,0.0,0.0687939159613284,0.0687939159613284,1.0,1.0,100,"[[-98.97480773925781, 30.0, 147.1866912841797, 64.4258474378858, -11.499250283268013], [62.3670768737793, 45.0, 152.1314239501953, 113.40397442744309, -34.9833272260477], [-32.6342887878418, 60.0, 16.443187713623047, 244.21010728465248, -45.04536672052514], [49.97445297241211, 75.0, 45.31669235229492, 37.777000132545666, -60.15781917010272], [-126.4151840209961, 90.0, 22.2841796875, 330.1806260833744, -22.70796299207501], [83.83343505859375, 105.0, 77.53641510009766, 153.8964311879892, -87.93791029882628], [-27.348291397094727, 120.0, -73.36649322509766, 200.40990085691732, -69.59980369160132]]",ok,27.626209497451782
grazing_N50_s90_h8_M7_r3_ms2.5,grazing,50,90.0,8,7,3,2.5,570573002690102174,4520159621796006115,1.0,0.8,0.94,0.8,0.74,0.0,0.0706012779080355,0.0706012779080355,1.0,1.0,99,"[[-188.72496032714844, 30.0, 288.9538879394531, 90.12014708476877, 0.0], [127.40267944335938, 45.0, 113.54458618164062, 140.9266384108723, -36.73708613282342], [-71.06513214111328, 60.0, -121.3419189453125, 296.6007923203607, -52.23637567811896], [61.367523193359375, 75.0, 2.4141273498535156, 324.35769914508063, -69.85823192836878], [-17.76610565185547, 90.0, 24.3649845123291, 164.22281188267598, -85.98435799342622], [40.9578742980957, 105.0, -107.15676879882812, 9.42060230238784, -74.01742029137051], [-6.30640172958374, 120.0, 35.033668518066406, 8.551679130615442, -68.94933216007675]]",ok,27.91972851753235
grazing_N50_s90_h8_M7_r4_ms2.5,grazing,50,90.0,8,7,4,2.5,570573002690102174,116102585720436299,1.0,0.8,0.7,0.7,0.52,0.0,0.0662978421028319,0.0662978421028319,1.0,1.0,99,"[[191.164794921875, 30.0, -126.06462097167969, 195.02331626842087, -26.958659677226333], [-53.83781433105469, 45.0, -132.8852081298828, 274.00295206210257, -40.235936731204], [-63.5344123840332, 60.0, 16.130748748779297, 275.58225149813507, -47.41683112035396], [-29.453807830810547, 75.0, 38.31608200073242, 67.64270646388903, -78.2749674780051], [80.66796112060547, 90.0, 6.121452331542969, 281.7012365124917, -81.97768016201518], [-352.76959228515625, 105.0, -87.85387420654297, 305.7205156524644, -58.018452378076006], [195.39674377441406, 120.0, -229.33680725097656, 284.94798336393234, -63.637893612072084]]",ok,27.70026969909668
grazing_N50_s90_h8_M8_r0_ms2.5,grazing,50,90.0,8,8,0,2.5,570573002690102174,6863586470490294081,1.0,0.88,0.84,0.84,0.74,0.0,0.0808964989196083,0.0809036032138024,0.999912188160825,1.0,100,"[[164.23556518554688, 30.0, 18.03022003173828, 181.24855778442364, -20.135973823195755], [103.20148468017578, 45.0, -140.71221923828125, 202.02728884749067, -47.563626636979585], [64.0547103881836, 60.0, 29.795820236206055, 274.0202391522404, -48.909786354841586], [47.73617935180664, 75.0, 26.878488540649414, 13.423184785805772, -63.783898334552134], [-40.49214172363281, 90.0, 46.993961334228516, 233.67522508892196, -71.67321562386655], [-81.28968048095703, 105.0, 95.72147369384766, 153.1299725690311, -55.09788700567849], [-372.3788757324219, 120.0, 218.817626953125, 359.8182998851563, -38.76922712128393], [-0.11999959498643875, 135.0, -172.89309692382812, 2.8639804371753006, -49.10835966464881]]",ok,29.660515546798703
grazing_N50_s90_h8_M8_r1_ms2.5,grazing,50,90.0,8,8,1,2.5,570573002690102174,886045890954650413,1.0,0.7,0.88,0.7,0.58,0.0,0.0622390717486135,0.0731232976482054,0.8511524199584694,1.0,100,"[[234.28759765625, 30.0, -305.2993469238281, 303.4598305109561, -0.00698719926560633], [7.462621688842773, 45.0, -0.7691713571548462, 345.32164365486653, -31.500108800032727], [125.9198226928711, 60.0, 102.22270202636719, 149.6069946150127, -48.748325913558226], [-50.4972038269043, 75.0, 30.823593139648438, 258.7234433345448, -61.258085016104424], [56.814842224121094, 90.0, 38.56993865966797, 148.05804532609278, -76.66972228081866], [83.01359558105469, 105.0, -56.78813171386719, 103.86984451059053, -66.67692225289952], [-97.4896240234375, 120.0, 339.0120544433594, 52.99070094944203, -33.29275134559942], [8.965356826782227, 135.0, -132.41844177246094, 9.536636615504003, -69.53705566775568]]",ok,30.48629570007324
grazing_N50_s90_h8_M8_r2_ms2.5,grazing,50,90.0,8,8,2,2.5,570573002690102174,5409473372087675466,0.98,0.74,0.9,0.74,0.66,0.0,0.0687995298744124,0.0687995298744124,1.0,1.0,100,"[[-83.62018585205078, 30.0, 140.11013793945312, 71.65978242874297, -23.143934530992492], [250.4151611328125, 45.0, -142.16647338867188, 278.45319238551366, 0.0], [124.80997467041016, 60.0, 56.454002380371094, 137.33917914877827, -46.947343979483286], [20.591753005981445, 75.0, 26.818553924560547, 0.0, -76.28704492107008], [-145.90841674804688, 90.0, -151.5601348876953, 280.1189217131617, -63.542088685331805], [-48.321964263916016, 105.0, -9.09604549407959, 100.02776830894801, -61.62552095668903], [57.30771255493164, 120.0, -91.43619537353516, 53.07612542009849, -77.67862405978643], [88.29833221435547, 135.0, 138.82785034179688, 0.0, -20.68400578391666]]",ok,30.666945695877075
grazing_N50_s90_h8_M8_r3_ms2.5,grazing,50,90.0,8,8,3,2.5,570573002690102174,7637052725852514002,1.0,0.74,0.88,0.74,0.62,0.0,0.0756687069614706,0.0756699650440199,0.999983374083118,1.0,100,"[[148.3812713623047, 30.0, 62.12257766723633, 145.94770099132407, -21.078407117975008], [-8.961955070495605, 45.0, 118.33076477050781, 136.0908949615003, -33.39999291802565], [-12.128538131713867, 60.0, 12.324183464050293, 343.7256733873152, -48.435543311479925], [-14.170023918151855, 75.0, -53.801231384277344, 196.4440216646884, -57.55157376819049], [-83.75209045410156, 90.0, -97.50599670410156, 322.3487369230899, -53.42272631751282], [65.06877136230469, 105.0, 255.29864501953125, 21.210893600271167, -13.050425237692345], [53.518123626708984, 120.0, 24.125389099121094, 270.9258942166151, -53.44824261740164], [-92.21583557128906, 135.0, 192.6376953125, 158.67459905611366, -30.47577282623555]]",ok,29.44896078109741
grazing_N50_s90_h8_M8_r4_ms2.5,grazing,50,90.0,8,8,4,2.5,570573002690102174,7223297528481477881,1.0,0.76,0.92,0.76,0.68,0.0,0.0711710678487826,0.0711710678487826,1.0,1.0,100,"[[-80.84954833984375, 30.0, 188.1487579345703, 360.0, -24.306076727878015], [176.72906494140625, 45.0, -134.56759643554688, 209.23838945458076, -42.77980187477696], [-24.644041061401367, 60.0, -12.229633331298828, 141.50978526114244, -53.07688257261211], [39.045963287353516, 75.0, 27.434789657592773, 159.7865399713412, -89.8683734902312], [83.84113311767578, 90.0, 17.07109832763672, 208.41808681337818, -89.1218801409185], [95.77051544189453, 105.0, 119.58043670654297, 124.98774186541083, -65.6379045671277], [-102.32720947265625, 120.0, -204.9321746826172, 0.0, -32.30202476104837], [-0.08355846256017685, 135.0, 4.343904495239258, 224.59030604717148, -73.88053271157064]]",ok,31.94276571273804
grazing_N50_s90_h8_M9_r0_ms2.5,grazing,50,90.0,8,9,0,2.5,570573002690102174,3294201424181359861,1.0,0.84,0.84,0.84,0.72,0.0,0.0668254771226454,0.0668254771226454,1.0,1.0,100,"[[-78.895263671875, 30.0, -125.13724517822266, 302.39700077257265, -29.215916471031278], [335.80950927734375, 45.0, -60.5347900390625, 267.91715205717037, -25.034067213255685], [25.814258575439453, 60.0, 18.415382385253906, 360.0, -46.033446622241584], [102.12858581542969, 75.0, -153.31292724609375, 217.10595924885004, -58.211534874504544], [62.58882141113281, 90.0, 110.060791015625, 79.75262424520321, -72.39050882047552], [83.53390502929688, 105.0, -63.63048553466797, 173.29572686529394, -0.005527437440766408], [-96.93983459472656, 120.0, 85.321533203125, 36.54205952510637, -71.33165715549893], [372.5260009765625, 135.0, 85.31336212158203, 240.75878101640362, -12.684422961872519], [-6.7733025550842285, 150.0, 44.71671676635742, 229.93402750740037, -29.1395301428115]]",ok,32.57352590560913
grazing_N50_s90_h8_M9_r1_ms2.5,grazing,50,90.0,8,9,1,2.5,570573002690102174,5619330174890332504,1.0,0.92,0.98,0.92,0.9,0.9000000000000004,0.0634542036115348,0.0634542036115348,1.0,1.0,100,"[[63.07655715942383, 30.0, 159.96421813964844, 99.64275694178146, -23.799537506629473], [107.87789916992188, 45.0, -141.75302124023438, 200.86254096558616, -44.1498251717151], [-35.746944427490234, 60.0, 15.37138557434082, 243.13057434659572, -46.075693117549086], [108.57447814941406, 75.0, 1.5908986330032349, 211.01346271020117, -66.28321622273266], [-347.5955810546875, 90.0, 215.4053192138672, 42.48055826902863, -28.868643389003665], [302.53057861328125, 105.0, 113.3633804321289, 116.3687463125382, -51.42715662579406], [144.3377685546875, 120.0, 83.78899383544922, 58.19629752258065, -36.21160301878331], [-12.956883430480957, 135.0, -245.8498077392578, 202.26287308730954, -54.60351394888037], [-25.395917892456055, 150.0, -204.59918212890625, 316.25256901608327, -2.9381181612358875]]",ok,32.3026065826416
grazing_N50_s90_h8_M9_r2_ms2.5,grazing,50,90.0,8,9,2,2.5,570573002690102174,5528964715630580929,1.0,0.84,0.98,0.84,0.82,0.0,0.0751144485126309,0.0751144485126309,1.0,1.0,100,"[[87.06407165527344, 30.0, 148.35977172851562, 95.01829361613309, -22.320009692983223], [-192.3574676513672, 45.0, -69.88727569580078, 349.22350160225966, -20.237004838307918], [133.07118225097656, 60.0, 3.755126714706421, 196.56709170675506, -49.365845399245266], [32.77748107910156, 75.0, 95.28536224365234, 360.0, -89.23655345294908], [-30.959556579589844, 90.0, -56.738162994384766, 360.0, -89.99], [38.60398483276367, 105.0, 27.224506378173828, 355.88717369258774, -89.82589228187427], [71.5865249633789, 120.0, -101.7945327758789, 360.0, -89.99], [-221.3681182861328, 135.0, 163.35659790039062, 84.55772691195936, -63.659073065917084], [-86.91836547851562, 150.0, -88.96577453613281, 114.47338969462051, -40.111748297665244]]",ok,37.44985485076904
grazing_N50_s90_h8_M9_r3_ms2.5,grazing,50,90.0,8,9,3,2.5,570573002690102174,8178144804957683849,1.0,0.86,0.88,0.86,0.76,0.0,0.0697499336770326,0.0697499336770326,1.0,1.0,100,"[[93.91085052490234, 30.0, -177.06036376953125, 245.45536795685896, -25.165088673493866], [37.081790924072266, 45.0, 185.340087890625, 183.14057345172105, -41.03784908180172], [130.0459442138672, 60.0, -11.462971687316895, 212.95882338944125, -47.41158614087425], [55.287784576416016, 75.0, 36.8016471862793, 285.22804081988335, -57.961860984378696], [19.057641983032227, 90.0, 45.72241973876953, 42.879098164795245, -73.22737904267345], [165.01087951660156, 105.0, 114.07205200195312, 157.60075239414041, -34.91234759163207], [-156.35009765625, 120.0, -58.52705001831055, 280.4821717306507, -32.144679577680705], [290.720458984375, 135.0, 49.424041748046875, 209.63577074532702, -25.74267297080999], [-77.44347381591797, 150.0, -75.87669372558594, 310.5759282888625, -76.56231562777333]]",ok,35.8920202255249
grazing_N50_s90_h8_M9_r4_ms2.5,grazing,50,90.0,8,9,4,2.5,570573002690102174,8450583289389569866,1.0,0.68,0.96,0.68,0.64,0.0,0.0683769568970778,0.0683769568970778,1.0,1.0,100,"[[-196.4610137939453, 30.0, -322.3342590332031, 248.9703352716712, -36.9356155243862], [40.31631851196289, 45.0, 151.19631958007812, 96.66942533253145, -38.69646621938711], [12.289100646972656, 60.0, 6.119984149932861, 350.2579517149378, -39.986784697000175], [109.20082092285156, 75.0, 59.29804611206055, 121.94615297024383, -57.29975436772609], [47.99586486816406, 90.0, 26.79928207397461, 182.87947253411153, -84.24382058529687], [-95.06230163574219, 105.0, 79.2118911743164, 360.0, -79.01001425375715], [-47.67896270751953, 120.0, 325.84033203125, 360.0, -33.289247958606275], [66.1733169555664, 135.0, -120.92537689208984, 172.6379352237189, -89.99], [-64.6054916381836, 150.0, -254.77537536621094, 218.9011184944233, -19.635430998183693]]",ok,34.87338948249817
grazing_N50_s90_h9_M1_r0_ms2.5,grazing,50,90.0,9,1,0,2.5,3862569603926094838,5863396061058525786,0.82,0.44,0.32,0.32,0.0,0.0,0.0232169186312874,0.0232169186312874,1.0,1.0,100,"[[-147.98487854003906, 30.0, 114.2183609008789, 68.71854880022461, -27.846643851107974]]",ok,7.913739681243896
grazing_N50_s90_h9_M1_r1_ms2.5,grazing,50,90.0,9,1,1,2.5,3862569603926094838,7608559620607975339,0.2,0.06,0.1,0.06,0.0,0.0,0.0219869731431722,0.0219869731431722,1.0,1.0,100,"[[-108.5481185913086, 30.0, -9.205097198486328, 256.9572543505512, -24.08556995697088]]",ok,6.99754786491394
grazing_N50_s90_h9_M1_r2_ms2.5,grazing,50,90.0,9,1,2,2.5,3862569603926094838,500738195736056405,0.86,0.4,0.34,0.34,0.0,0.0,0.0233675835866914,0.0233675835866914,1.0,1.0,100,"[[-152.13290405273438, 30.0, 112.38111877441406, 64.24233202616291, -27.94185016591462]]",ok,7.606250524520874
grazing_N50_s90_h9_M1_r3_ms2.5,grazing,50,90.0,9,1,3,2.5,3862569603926094838,1923065555981845631,0.84,0.44,0.34,0.34,0.0,0.0,0.023673829799038,0.023673829799038,1.0,1.0,93,"[[-134.60214233398438, 30.0, 127.60093688964844, 71.78866385094979, -24.726682877662242]]",ok,8.480998277664185
grazing_N50_s90_h9_M1_r4_ms2.5,grazing,50,90.0,9,1,4,2.5,3862569603926094838,8930507201839365336,0.84,0.44,0.34,0.34,0.0,0.0,0.0236969686962236,0.0236969686962236,1.0,1.0,98,"[[-137.4221649169922, 30.0, 125.28521728515625, 68.73725314872708, -25.1434597271924]]",ok,7.978003978729248
grazing_N50_s90_h9_M2_r0_ms2.5,grazing,50,90.0,9,2,0,2.5,3862569603926094838,4433636838554153309,0.58,0.2,0.26,0.2,0.0,0.0,0.0466357693341581,0.0466357693341581,1.0,1.0,100,"[[-100.7778091430664, 30.0, -7.526640892028809, 249.99441741196216, -24.186542694464475], [6.487005710601807, 45.0, 13.241722106933594, 30.22105338192026, -33.717357293485506]]",ok,10.744145393371582
grazing_N50_s90_h9_M2_r1_ms2.5,grazing,50,90.0,9,2,1,2.5,3862569603926094838,9001290778941960914,0.92,0.46,0.4,0.4,0.04,0.0,0.0439352058066538,0.0439352058066538,1.0,1.0,100,"[[-57.82784652709961, 30.0, 122.04633331298828, 62.258026231408934, -23.615048496356685], [-107.76134490966797, 45.0, -2.2377638816833496, 256.45474939098864, -35.84145468944648]]",ok,12.526046514511108
grazing_N50_s90_h9_M2_r2_ms2.5,grazing,50,90.0,9,2,2,2.5,3862569603926094838,5363929933147431121,0.96,0.46,0.46,0.46,0.02,0.0,0.0412267378981093,0.0412267378981093,1.0,1.0,100,"[[-109.97477722167969, 30.0, -9.711931228637695, 258.34592932440245, -24.008629739012914], [158.33477783203125, 45.0, -102.05134582519531, 211.49973856073905, -40.90244712675166]]",ok,11.79673981666565
grazing_N50_s90_h9_M2_r3_ms2.5,grazing,50,90.0,9,2,3,2.5,3862569603926094838,704336971364046621,0.8,0.22,0.5,0.22,0.0,0.0,0.0370108608755263,0.0370108608755263,1.0,1.0,100,"[[-177.66419982910156, 30.0, 10.006342887878418, 324.8083516851346, -25.72375067877596], [-23.647695541381836, 45.0, -29.573444366455078, 360.0, -34.24473900304437]]",ok,11.003921270370483
grazing_N50_s90_h9_M2_r4_ms2.5,grazing,50,90.0,9,2,4,2.5,3862569603926094838,6335050667377647278,0.82,0.5,0.5,0.5,0.22,0.0,0.045617008281844,0.045617008281844,1.0,1.0,100,"[[-120.77447509765625, 30.0, 135.1826171875, 84.62770275000473, -23.266902759066337], [14.045848846435547, 45.0, 21.66641616821289, 218.62058194780474, -40.846546257586596]]",ok,10.817874908447266
grazing_N50_s90_h9_M3_r0_ms2.5,grazing,50,90.0,9,3,0,2.5,3862569603926094838,7248533190261322920,0.94,0.54,0.48,0.48,0.08,0.0,0.0629860229623779,0.0629870315580049,0.9999839872494064,1.0,100,"[[158.2056427001953, 30.0, -114.89326477050781, 214.73023803537768, -27.87456097319023], [128.7388916015625, 45.0, -25.01127815246582, 184.21082422417626, -34.29565763114264], [-102.8669662475586, 60.0, 12.00596809387207, 249.88431888491286, -49.529194386872746]]",ok,14.832313537597656
grazing_N50_s90_h9_M3_r1_ms2.5,grazing,50,90.0,9,3,1,2.5,3862569603926094838,5604896428340772495,0.98,0.6,0.72,0.6,0.4,0.0,0.0458906424376495,0.0458906424376495,1.0,1.0,100,"[[-213.81887817382812, 30.0, -38.13119888305664, 360.0, -28.238796107870428], [56.02184295654297, 45.0, -88.04965209960938, 235.78907492331456, -43.71070903301684], [-58.22651672363281, 60.0, 36.666419982910156, 322.68148134060067, -55.87023721297073]]",ok,15.966087341308594
grazing_N50_s90_h9_M3_r2_ms2.5,grazing,50,90.0,9,3,2,2.5,3862569603926094838,6305018780436921110,0.94,0.52,0.4,0.4,0.0,0.0,0.068875494970103,0.068875494970103,1.0,1.0,100,"[[-61.69921875, 30.0, 119.69673919677734, 58.47372400202263, -23.656398422250735], [13.393797874450684, 45.0, 10.460371971130371, 36.04620108455843, -38.70130121947041], [-121.13233947753906, 60.0, 115.22669982910156, 82.15827083083413, -50.12256498321992]]",ok,15.223435878753662
grazing_N50_s90_h9_M3_r3_ms2.5,grazing,50,90.0,9,3,3,2.5,3862569603926094838,1632091980964894671,0.84,0.5,0.32,0.32,0.06,0.0,0.0579224705355189,0.0579224705355189,1.0,1.0,100,"[[-78.2459487915039, 30.0, -142.18853759765625, 242.57745708557493, -27.631297152698306], [127.67913818359375, 45.0, -10.993942260742188, 171.62874533615312, -35.41335787015719], [8.085766792297363, 60.0, 26.214147567749023, 217.35696889009262, -52.25495886476451]]",ok,15.290656089782717
grazing_N50_s90_h9_M3_r4_ms2.5,grazing,50,90.0,9,3,4,2.5,3862569603926094838,6996213785802782441,0.78,0.52,0.54,0.52,0.32,0.0,0.0585474823132021,0.0585607356032456,0.9997736829992484,1.0,99,"[[100.18412017822266, 30.0, -133.34352111816406, 282.3468579185653, -30.053907181497863], [4.695893287658691, 45.0, 0.0039685131050646305, 21.66500851090058, -36.88341380711431], [-71.8331298828125, 60.0, 94.70896911621094, 41.120467498770935, -44.01100205036454]]",ok,14.680688381195068
grazing_N50_s90_h9_M4_r0_ms2.5,grazing,50,90.0,9,4,0,2.5,3862569603926094838,928620623295020328,0.92,0.54,0.4,0.4,0.02,0.0,0.0685304453659945,0.0685304453659945,1.0,1.0,100,"[[-113.77336120605469, 30.0, 147.6530303955078, 89.33819631409445, -20.04710022850881], [-56.14735412597656, 45.0, 113.5038833618164, 62.52608071771228, -35.92048088765126], [-148.07496643066406, 60.0, 72.63512420654297, 36.22785225046426, -65.80572847323464], [54.5916748046875, 75.0, -13.126558303833008, 64.1524886290253, -81.9471546374304]]",ok,17.763075590133667
